_id,book_title,book_author,book_description,image_urls,book_url,image_file_path
67422f258868e4abd74795a7,Andelé a démoni,Dan Brown,"Angels & Demons is a 2000 bestselling mystery-thriller novel written by American author Dan Brown and published by Pocket Books and then by Corgi Books. The novel introduces the character Robert Langdon, who recurs as the protagonist of Brown's subsequent novels. Angels & Demons shares many stylistic literary elements with its sequels, such as conspiracies of secret societies, a single-day time frame, and the Catholic Church. Ancient history, architecture, and symbology are also heavily referenced throughout the book.
",['https://covers.openlibrary.org/b/id/14553490-M.jpg'],https://openlibrary.org/works/OL76833W/Angels_Demons?edition=ia%3Aisbn_9788086518435,photos/Andelé a démoni__3f9aca4c63651af81dc650819efe748917efbfe4.jpg
67422f258868e4abd74795a8,Technical analysis of stock trends,Robert D. Edwards,"This is a classic book that shows how to use technical analysis to understand the stock market. The information contained in this book is widely accepted as being a foundation for studying technical analysis of the stock market.
",['https://covers.openlibrary.org/b/id/7124690-M.jpg'],https://openlibrary.org/works/OL2638922W/Technical_analysis_of_stock_trends?edition=ia%3Atechnicalanalyis00edwa,photos/Technical analysis of stock trends__af1f46d821934de2e88cd912203124d1f86c6b5e.jpg
67422f268868e4abd74795a9,The Power of Your Subconscious Mind,Joseph Murphy,"Why is one mad sad and another man happy? Why is one man joyous and prosperous and another man poor and miserable? Why is one man fearful and anxious and another full of faith and confidence? Dr. Joseph Murphy answers these questions and many more in his best-selling self-help book, which shows you how to unleash the hidden strengths within you to gain confidence and success in everyday life.
",['https://covers.openlibrary.org/b/id/14538282-M.jpg'],https://openlibrary.org/works/OL55806W/The_Power_of_Your_Subconscious_Mind?edition=ia%3Apowerofyoursubco0000murp_c5j2,photos/The Power of Your Subconscious Mind__bf16af9f4d549da37387586b6fc7f1af66ca8821.jpg
67422f288868e4abd74795aa,Can't Hurt Me,David Goggins,"New York Times best seller
",['https://covers.openlibrary.org/b/id/9406261-M.jpg'],https://openlibrary.org/works/OL18108064W/Can%27t_Hurt_Me,photos/Can't Hurt Me__707ae36f3401d9c009d86b424f5250c7c0f6d6ae.jpg
67422f2b8868e4abd74795ab,It Ends With Us,Colleen Hoover,"Lily hasn’t always had it easy, but that’s never stopped her from working hard for the life she wants. She’s come a long way from the small town where she grew up—she graduated from college, moved to Boston, and started her own business. And when she feels a spark with a gorgeous neurosurgeon named Ryle Kincaid, everything in Lily’s life seems too good to be true.
",['https://covers.openlibrary.org/b/id/14825389-M.jpg'],https://openlibrary.org/works/OL18020194W/It_Ends_With_Us?edition=ia%3Aitendswithus0000hoov,photos/It Ends With Us__511706028568a78c0f4b1a8339e9e1c72db2198f.jpg
67422f2b8868e4abd74795ac,Think and Grow Rich,Napoleon Hill,"Napoleon Hill's quintessential volume Think and grow rich, the all-time bestseller in the field of professional success, outlines the laws of success and sets the standard of today's motivational thinking.
",['https://covers.openlibrary.org/b/id/14542529-M.jpg'],https://openlibrary.org/works/OL527464W/Think_and_Grow_Rich?edition=ia%3Athinkgrowrichtea0000napo,photos/Think and Grow Rich__1653a6547910df8afbbb8d972d9a68ad74214b03.jpg
67422f2c8868e4abd74795ad,Twisted Love,Ana Huang,"He has a heart of ice … but for her, he'd burn the world. Alex Volkov is a devil blessed with the face of an angel and cursed with a past he can't escape. Driven by a tragedy that has haunted him for most of his life, his ruthless pursuits for success and vengeance leave little room for matters of the heart. But when he's forced to look after his best friend's sister, he starts to feel something in his chest: A crack. A melt. A fire that could end his world as he knew it. *",['https://covers.openlibrary.org/b/id/12940491-M.jpg'],https://openlibrary.org/works/OL24390422W/Twisted_Love,photos/Twisted Love__c6a676103cfdcfc163a732e4a387fa4116bc6947.jpg
67422f2c8868e4abd74795ae,I Don't Love You Anymore,Rithvik Singh,"Dear reader,
",['https://covers.openlibrary.org/b/id/14638562-M.jpg'],https://openlibrary.org/works/OL38382569W/I_Don%27t_Love_You_Anymore,photos/I Don't Love You Anymore__b03483689e641e9b4e0990a0352fe009cf5de2bd.jpg
67422f2d8868e4abd74795af,Le trône de fer,George R. R. Martin,"Le royaume des sept couronnes est sur le point de connaître son plus terrible hiver : par-delà le mur qui garde sa frontière nord, une armée de ténèbres se lève, menaçant de tout détruire sur son passage. Mais il en faut plus pour refroidir les ardeurs des rois, des reines, des chevaliers et des renégats qui se disputent le trône de fer. Tous les coups sont permis, et seuls les plus forts, ou les plus retors, s'en sortiront indemnes...
",['https://covers.openlibrary.org/b/id/14601851-M.jpg'],https://openlibrary.org/works/OL257943W/A_Game_of_Thrones?edition=ia%3Aletrnedeferlintg0000mart,photos/Le trône de fer__eb5ed87467ebad6d6062750f8ff62d8cd350dbe2.jpg
67422f2e8868e4abd74795b0,The Psychology of Money,Morgan Housel,"Timeless lessons on wealth, greed, and happiness doing well with money isn’t necessarily about what you know. It’s about how you behave. And behavior is hard to teach, even to really smart people. How to manage money, invest it, and make business decisions are typically considered to involve a lot of mathematical calculations, where data and formulae tell us exactly what to do. But in the real world, people don’t make financial decisions on a spreadsheet. They make them at the dinner table, or in a meeting room, where personal history, your unique view of the world, ego, pride, marketing, and odd incentives are scrambled together. In the psychology of money, the author shares 19 short stories exploring the strange ways people think about money and teaches you how to make better sense of one of life’s most important matters.
",['https://covers.openlibrary.org/b/id/14653525-M.jpg'],https://openlibrary.org/works/OL21640039W/The_Psychology_of_Money,photos/The Psychology of Money__a234ca5b32386be595089ac183f664ea40f3fb0d.jpg
67422f2e8868e4abd74795b1,Read People Like a Book,Patrick King,"Speed read people, decipher body language, detect lies, and understand human nature.",['https://covers.openlibrary.org/b/id/11983442-M.jpg'],https://openlibrary.org/works/OL25291486W/Read_People_Like_a_Book,photos/Read People Like a Book__a0526aaa32bfdfb3d92251148a426cd6d76aa95c.jpg
67422f308868e4abd74795b2,Atomic Habits,James Clear,"No matter your goals, Atomic Habits offers a proven framework for improving every day. James Clear, one of the world's leading experts on habit formation, reveals practical strategies that will teach you exactly how to form good habits, break bad ones, and master the tiny behaviors that lead to remarkable results.
",['https://covers.openlibrary.org/b/id/14824623-M.jpg'],https://openlibrary.org/works/OL17930368W/Atomic_Habits?edition=ia%3Aatomichabitseasy0000clea,photos/Atomic Habits__635cdbd6e2d64d9505bbc9cd2f11b7bb9edf7a0b.jpg
67422f318868e4abd74795b3,Shatter me,Tahereh Mafi,"Ostracized or incarcerated her whole life, seventeen-year-old Juliette is freed on the condition that she use her horrific abilities in support of The Reestablishment, a post-apocalyptic dictatorship, but Adam, the only person ever to show her affection, offers hope of a better future.
",['https://covers.openlibrary.org/b/id/14408252-M.jpg'],https://openlibrary.org/works/OL16014245W/Shatter_Me?edition=ia%3Ashatterme00mafi_0,photos/Shatter me__3fc465966f3f0af7760885098afb635dc59c78a4.jpg
67422f318868e4abd74795b4,Power. Die 48 Gesetze der Macht. Ein Joost- Elffers- Buch.,Robert Greene,"Amoral, cunning, ruthless, and instructive, this piercing work distills three thousand years of the history of power in to forty-eight well explicated laws. As attention--grabbing in its design as it is in its content, this bold volume outlines the laws of power in their unvarnished essence, synthesizing the philosophies of Machiavelli, Sun-tzu, Carl von Clausewitz, and other great thinkers. Some laws teach the need for prudence (""Law 1: Never Outshine the Master""), the virtue of stealth (""Law 3: Conceal Your Intentions""), and many demand the total absence of mercy (""Law 15: Crush Your Enemy Totally""), but like it or not, all have applications in real life. Illustrated through the tactics of Queen Elizabeth I, Henry Kissinger, P. T. Barnum, and other famous figures who have wielded--or been victimized by--power, these laws will fascinate any reader interested in gaining, observing, or defending against ultimate control.
",['https://covers.openlibrary.org/b/id/1007858-M.jpg'],https://openlibrary.org/works/OL1968368W/The_48_Laws_of_Power?edition=ia%3Apowerdie48gesetz0000robe,photos/Power. Die 48 Gesetze der Macht. Ein Joost- Elffers- Buch.__9358a888decdcde94675abdf7b331ff14668fe1a.jpg
